,lr_history,train_loss_history,train_epoch_loss_history,rmse_train_history,val_loss_history,val_epoch_loss_history,rmse_val_history
356,6.2609610662925295e-06,25.76281,,,5.4210825,,
357,6.278498772360576e-06,1.7769837,,,2.7882733,,
358,6.2960364784286215e-06,9.590297,,,0.75672334,,
359,6.3135741844966675e-06,121.68249,,,12.297291,,
360,6.331111890564714e-06,64.446075,,,4.561222,,
361,6.348649596632761e-06,20.131319,,,4.384402,,
362,6.366187302700807e-06,31.709879,,,4.584738,,
363,6.383725008768854e-06,21.177034,,,0.4844329,,
364,6.4012627148369e-06,11.321342,,,6.8339844,,
365,6.418800420904945e-06,9.201728,,,2.1070218,,
366,6.436338126972992e-06,31.070072,,,5.8734527,,
367,6.453875833041039e-06,4.0604424,,,5.576638,,
368,6.471413539109085e-06,5.9226847,,,0.97231764,,
369,6.488951245177132e-06,13.045616,,,4.9417114,,
370,6.506488951245178e-06,113.437294,,,8.0514345,,
371,6.5240266573132245e-06,6.0062857,,,8.070844,,
372,6.54156436338127e-06,2.9016926,,,9.786403,,
373,6.5591020694493165e-06,2.0325422,,,7.797039,,
374,6.5766397755173625e-06,5.0760183,,,3.5976195,,
375,6.594177481585409e-06,65.4777,,,2.2248101,,
376,6.611715187653455e-06,6.936428,,,3.605204,,
377,6.629252893721502e-06,5.336979,,,1.0659816,,
378,6.646790599789547e-06,9.830231,,,1.7464788,,
379,6.664328305857593e-06,3.683445,,,1.4171842,,
380,6.68186601192564e-06,39.99742,,,1.8999786,,
381,6.699403717993687e-06,2.7332706,,,1.326173,,
382,6.716941424061733e-06,3.8616498,,,6.6705465,,
383,6.73447913012978e-06,130.10753,,,2.5062537,,
384,6.752016836197826e-06,89.51774,,,3.0058725,,
385,6.769554542265871e-06,8.2589445,,,2.3080125,,
386,6.787092248333918e-06,5.1424274,,,0.70986885,,
387,6.804629954401965e-06,16.618923,,,9.053068,,
388,6.822167660470011e-06,70.902084,,,0.73114914,,
389,6.8397053665380575e-06,156.40215,,,5.2233424,,
390,6.8572430726061035e-06,63.93586,,,5.900062,,
391,6.87478077867415e-06,77.36535,,,4.916718,,
392,6.8923184847421955e-06,1.2895838,,,0.7927578,,
393,6.909856190810242e-06,9.900234,,,5.862969,,
394,6.927393896878288e-06,66.06455,,,4.247384,,
395,6.944931602946335e-06,50.859688,,,6.770783,,
396,6.962469309014381e-06,66.903015,,,0.82993436,,
397,6.980007015082428e-06,5.9355116,,,7.986013,,
398,6.997544721150474e-06,4.0789347,,,1.3722265,,
399,7.015082427218519e-06,5.4109597,,,1.8882031,,
400,7.032620133286566e-06,4.076088,,,2.7196841,,
401,7.050157839354613e-06,8.362223,,,0.9875079,,
402,7.067695545422659e-06,21.499668,,,0.8878407,,
403,7.085233251490706e-06,4.2665777,,,6.0832186,,
404,7.102770957558752e-06,2.8803923,,,1.3254322,,
405,7.1203086636267985e-06,17.5091,,,1.9518727,,
406,7.137846369694844e-06,5.477422,,,1.1820791,,
407,7.1553840757628905e-06,6.975513,,,7.1378155,,
408,7.1729217818309365e-06,1.6505709,,,2.205468,,
409,7.190459487898983e-06,16.648212,,,0.6321331,,
410,7.207997193967029e-06,88.3866,,,4.111947,,
411,7.225534900035076e-06,12.649939,,,10.475192,,
412,7.243072606103123e-06,9.596177,,,1.1267571,,
413,7.260610312171168e-06,3.5001588,,,2.3843656,,
414,7.278148018239214e-06,11.275204,,,9.22485,,
415,7.295685724307261e-06,21.775698,,,1.3698139,,
416,7.313223430375307e-06,40.77133,,,1.2500672,,
417,7.330761136443354e-06,2.0158226,,,7.206032,,
418,7.348298842511401e-06,46.057827,,,4.797089,,
419,7.365836548579447e-06,51.24318,,,3.6838274,,
420,7.383374254647492e-06,7.4263678,,,0.71734643,,
421,7.400911960715539e-06,8.524405,,,2.1824589,,
422,7.418449666783585e-06,51.207554,,,2.5548027,,
423,7.4359873728516315e-06,0.91604674,,,2.342965,,
424,7.4535250789196775e-06,3.8433242,,,1.5940338,,
425,7.471062784987724e-06,63.721397,,,3.0614386,,
426,7.488600491055771e-06,3.3124495,,,12.170078,,
427,7.506138197123816e-06,70.283394,,,2.8846412,,
428,7.523675903191862e-06,4.4473443,,,7.630919,,
429,7.541213609259909e-06,9.589588,,,8.664436,,
430,7.558751315327955e-06,3.6724014,,,3.8034682,,
431,7.576289021396002e-06,6.113864,,,0.81591517,,
432,7.593826727464049e-06,4.8984857,,,3.8714652,,
433,7.611364433532095e-06,57.663895,,,7.9851727,,
434,7.62890213960014e-06,11.221852,,,7.269665,,
435,7.646439845668186e-06,4.5133,,,8.160628,,
436,7.663977551736234e-06,0.3923612,,,4.0474834,,
437,7.68151525780428e-06,8.101982,,,1.4385906,,
438,7.699052963872326e-06,44.251232,,,8.567856,,
439,7.716590669940373e-06,48.969784,,,8.784681,,
440,7.73412837600842e-06,1.5088271,,,5.057848,,
441,7.751666082076464e-06,8.825468,,,5.071217,,
442,7.769203788144511e-06,5.6878085,,,11.59684,,
443,7.786741494212557e-06,70.41454,,,1.9854817,,
444,7.804279200280603e-06,7.2617884,,,15.117485,,
445,7.821816906348651e-06,98.964294,,,13.607882,,
446,7.839354612416697e-06,12.204942,,,4.959216,,
447,7.856892318484743e-06,20.436707,,,5.7551723,,
448,7.874430024552789e-06,6.010176,,,5.267046,,
449,7.891967730620835e-06,3.8823242,,,2.3499517,,
450,7.909505436688881e-06,1.8230228,,,5.1973314,,
451,7.927043142756927e-06,0.9607392,,,2.1183424,,
452,7.944580848824975e-06,0.998353,,,3.156538,,
453,7.96211855489302e-06,161.68356,,,1.4870538,,
454,7.979656260961067e-06,203.23679,,,1.8427047,,
455,7.997193967029113e-06,27.534216,,,5.1738863,,
456,8.014731673097159e-06,5.2657404,,,2.674962,,
457,8.032269379165205e-06,9.962775,,,2.231205,,
458,8.049807085233252e-06,36.28021,,,4.960715,,
459,8.067344791301298e-06,10.135345,,,1.7645953,,
460,8.084882497369344e-06,24.19824,,,10.304232,,
461,8.102420203437392e-06,7.0096903,,,8.597427,,
462,8.119957909505436e-06,33.117462,,,0.59966505,,
463,8.137495615573482e-06,40.383854,,,5.482368,,
